,city,State,State Full
34446,coloma,MI,Michigan
34447,hagar shores,MI,Michigan
34449,colon,MI,Michigan
34451,constantine,MI,Michigan
34452,covert,MI,Michigan
34454,delton,MI,Michigan
34455,dowagiac,MI,Michigan
34456,dowling,MI,Michigan
34457,east leroy,MI,Michigan
34459,galesburg,MI,Michigan
34460,gobles,MI,Michigan
34465,hickory corners,MI,Michigan
34469,lacota,MI,Michigan
34472,leonidas,MI,Michigan
34476,mattawan,MI,Michigan
34480,nottawa,MI,Michigan
34481,olivet,MI,Michigan
34482,oshtemo,MI,Michigan
34483,otsego,MI,Michigan
34485,plainwell,MI,Michigan
34494,schoolcraft,MI,Michigan
34497,south haven,MI,Michigan
34499,tekonsha,MI,Michigan
34506,white pigeon,MI,Michigan
34508,baroda,MI,Michigan
34509,berrien center,MI,Michigan
34511,berrien springs,MI,Michigan
34515,bridgman,MI,Michigan
34519,edwardsburg,MI,Michigan
34520,galien,MI,Michigan
34521,harbert,MI,Michigan
34526,new troy,MI,Michigan
34528,sawyer,MI,Michigan
34531,three oaks,MI,Michigan
34532,union pier,MI,Michigan
34542,britton,MI,Michigan
34546,cement city,MI,Michigan
34547,clarklake,MI,Michigan
34553,frontier,MI,Michigan
34554,grass lake,MI,Michigan
34566,manitou beach,MI,Michigan
34567,michigan center,MI,Michigan
34570,morenci,MI,Michigan
34573,mosherville,MI,Michigan
34574,munith,MI,Michigan
34577,norvell,MI,Michigan
34578,onondaga,MI,Michigan
34579,onsted,MI,Michigan
34580,osseo,MI,Michigan
34581,ottawa lake,MI,Michigan
34583,parma,MI,Michigan
34589,riga,MI,Michigan
34590,rives junction,MI,Michigan
34592,sand creek,MI,Michigan
34594,somerset center,MI,Michigan
34596,spring arbor,MI,Michigan
34600,tecumseh,MI,Michigan
34608,barryton,MI,Michigan
34610,big rapids,MI,Michigan
34611,bitely,MI,Michigan
34616,brohman,MI,Michigan
34617,burnips,MI,Michigan
34618,byron center,MI,Michigan
34622,cannonsburg,MI,Michigan
34623,casnovia,MI,Michigan
34626,comstock park,MI,Michigan
34628,dorr,MI,Michigan
34630,gowen,MI,Michigan
34633,howard city,MI,Michigan
34634,kent city,MI,Michigan
34636,mecosta,MI,Michigan
34640,moline,MI,Michigan
34641,morley,MI,Michigan
34642,newaygo,MI,Michigan
34646,remus,MI,Michigan
34648,rodney,MI,Michigan
34652,stanwood,MI,Michigan
34655,trufant,MI,Michigan
34657,white cloud,MI,Michigan
34661,branch,MI,Michigan
34663,coopersville,MI,Michigan
34668,fennville,MI,Michigan
34669,ferrysburg,MI,Michigan
34671,free soil,MI,Michigan
34674,fruitport,MI,Michigan
34676,grand haven,MI,Michigan
34677,grandville,MI,Michigan
34680,hart,MI,Michigan
34681,hesperia,MI,Michigan
34685,hudsonville,MI,Michigan
34687,jenison,MI,Michigan
34692,ludington,MI,Michigan
34693,macatawa,MI,Michigan
34694,marne,MI,Michigan
34698,muskegon,MI,Michigan
34706,new era,MI,Michigan
34707,nunica,MI,Michigan
34708,pentwater,MI,Michigan
34711,rothbury,MI,Michigan
34712,saugatuck,MI,Michigan
34717,twin lake,MI,Michigan
34720,walkerville,MI,Michigan
34721,west olive,MI,Michigan
34728,zeeland,MI,Michigan
34730,gr,MI,Michigan
34749,cadillac,MI,Michigan
34758,benzonia,MI,Michigan
34760,boon,MI,Michigan
34761,brethren,MI,Michigan
34762,buckley,MI,Michigan
34763,cedar,MI,Michigan
34764,central lake,MI,Michigan
34766,copemish,MI,Michigan
34770,elk rapids,MI,Michigan
34772,evart,MI,Michigan
34774,fife lake,MI,Michigan
34775,filer city,MI,Michigan
34777,glen arbor,MI,Michigan
34778,grawn,MI,Michigan
34779,harrietta,MI,Michigan
34780,hersey,MI,Michigan
34781,honor,MI,Michigan
34783,interlochen,MI,Michigan
34785,irons,MI,Michigan
34787,kaleva,MI,Michigan
34788,kalkaska,MI,Michigan
34789,kewadin,MI,Michigan
34791,lake ann,MI,Michigan
34794,lake leelanau,MI,Michigan
34800,luther,MI,Michigan
34801,mc bain,MI,Michigan
34802,mancelona,MI,Michigan
34803,manistee,MI,Michigan
34805,manton,MI,Michigan
34806,maple city,MI,Michigan
34810,mesick,MI,Michigan
34814,old mission,MI,Michigan
34815,omena,MI,Michigan
34816,onekama,MI,Michigan
34817,rapid city,MI,Michigan
34818,reed city,MI,Michigan
34819,sears,MI,Michigan
34820,south boardman,MI,Michigan
34822,suttons bay,MI,Michigan
34825,traverse city,MI,Michigan
34827,tustin,MI,Michigan
34830,mackinaw city,MI,Michigan
34833,alanson,MI,Michigan
34834,alpena,MI,Michigan
34836,barbeau,MI,Michigan
34839,boyne city,MI,Michigan
34840,boyne falls,MI,Michigan
34841,brimley,MI,Michigan
34843,brutus,MI,Michigan
34844,burt lake,MI,Michigan
34845,carp lake,MI,Michigan
34847,charlevoix,MI,Michigan
34848,cheboygan,MI,Michigan
34850,cross village,MI,Michigan
34851,dafter,MI,Michigan
34852,de tour village,MI,Michigan
34854,drummond island,MI,Michigan
34856,east jordan,MI,Michigan
34857,eckerman,MI,Michigan
34861,frederic,MI,Michigan
34862,gaylord,MI,Michigan
34866,goetzville,MI,Michigan
34868,good hart,MI,Michigan
34871,grayling,MI,Michigan
34873,harbor springs,MI,Michigan
34877,hawks,MI,Michigan
34878,herron,MI,Michigan
34879,hessel,MI,Michigan
34880,hillman,MI,Michigan
34881,hubbard lake,MI,Michigan
34882,hulbert,MI,Michigan
34883,indian river,MI,Michigan
34884,johannesburg,MI,Michigan
34885,kinross,MI,Michigan
34886,lachine,MI,Michigan
34887,levering,MI,Michigan
34889,mackinac island,MI,Michigan
34893,moran,MI,Michigan
34894,mullett lake,MI,Michigan
34895,naubinway,MI,Michigan
34896,oden,MI,Michigan
34897,onaway,MI,Michigan
34898,ossineke,MI,Michigan
34900,pellston,MI,Michigan
34901,petoskey,MI,Michigan
34904,pickford,MI,Michigan
34905,pointe aux pins,MI,Michigan
34909,posen,MI,Michigan
34911,rogers city,MI,Michigan
34912,rudyard,MI,Michigan
34914,saint ignace,MI,Michigan
34915,beaver island,MI,Michigan
34917,sault sainte marie,MI,Michigan
34919,kincheloe,MI,Michigan
34925,topinabee,MI,Michigan
34926,tower,MI,Michigan
34927,trout lake,MI,Michigan
34929,walloon lake,MI,Michigan
34930,waters,MI,Michigan
34931,wolverine,MI,Michigan
34932,iron mountain,MI,Michigan
34937,kingsford,MI,Michigan
34939,allouez,MI,Michigan
34940,au train,MI,Michigan
34941,bark river,MI,Michigan
34944,big bay,MI,Michigan
34945,carney,MI,Michigan
34947,channing,MI,Michigan
34950,cooks,MI,Michigan
34951,cornell,MI,Michigan
34954,curtis,MI,Michigan
34955,daggett,MI,Michigan
34956,deerton,MI,Michigan
34957,eben junction,MI,Michigan
34959,rumely,MI,Michigan
34961,engadine,MI,Michigan
34962,escanaba,MI,Michigan
34963,felch,MI,Michigan
34966,little lake,MI,Michigan
34967,foster city,MI,Michigan
34968,garden,MI,Michigan
34969,germfask,MI,Michigan
34973,gould city,MI,Michigan
34974,grand marais,MI,Michigan
34975,gulliver,MI,Michigan
34976,gwinn,MI,Michigan
34979,hermansville,MI,Michigan
34981,ishpeming,MI,Michigan
34984,mc millan,MI,Michigan
34986,manistique,MI,Michigan
34988,marquette,MI,Michigan
34990,menominee,MI,Michigan
34991,michigamme,MI,Michigan
34992,munising,MI,Michigan
34995,nadeau,MI,Michigan
34996,nahma,MI,Michigan
34997,national mine,MI,Michigan
34999,negaunee,MI,Michigan
35004,perronville,MI,Michigan
35005,powers,MI,Michigan
35006,quinnesec,MI,Michigan
35009,rapid river,MI,Michigan
35012,sagola,MI,Michigan
35013,seney,MI,Michigan
35014,shingleton,MI,Michigan
35015,skandia,MI,Michigan
35016,spalding,MI,Michigan
35019,trenary,MI,Michigan
35021,vulcan,MI,Michigan
35024,wetmore,MI,Michigan
35026,ahmeek,MI,Michigan
35028,amasa,MI,Michigan
35029,atlantic mine,MI,Michigan
35030,baraga,MI,Michigan
35032,bergland,MI,Michigan
35034,bruce crossing,MI,Michigan
35040,caspian,MI,Michigan
35041,chassell,MI,Michigan
35042,copper city,MI,Michigan
35043,copper harbor,MI,Michigan
35046,crystal falls,MI,Michigan
35047,dodgeville,MI,Michigan
35049,dollar bay,MI,Michigan
35050,ewen,MI,Michigan
35051,gaastra,MI,Michigan
35056,hubbell,MI,Michigan
35057,iron river,MI,Michigan
35059,ironwood,MI,Michigan
35062,lake linden,MI,Michigan
35067,marenisco,MI,Michigan
35069,mass city,MI,Michigan
35073,nisula,MI,Michigan
35074,ontonagon,MI,Michigan
35075,painesdale,MI,Michigan
35076,pelkie,MI,Michigan
35077,ramsay,MI,Michigan
35079,sidnaw,MI,Michigan
35080,skanee,MI,Michigan
35081,south range,MI,Michigan
35083,toivola,MI,Michigan
35087,watersmeet,MI,Michigan
35088,watton,MI,Michigan
35090,ackworth,IA,Iowa
35092,adair,IA,Iowa
35099,alleman,IA,Iowa
35100,allerton,IA,Iowa
35105,ames,IA,Iowa
35109,ankeny,IA,Iowa
35116,bagley,IA,Iowa
35117,barnes city,IA,Iowa
35122,bevington,IA,Iowa
35123,blairsburg,IA,Iowa
35124,bondurant,IA,Iowa
35127,bouton,IA,Iowa
35129,boxholm,IA,Iowa
35131,brayton,IA,Iowa
35133,bussey,IA,Iowa
35140,casey,IA,Iowa
35142,chariton,IA,Iowa
35144,churdan,IA,Iowa
35153,colo,IA,Iowa
35155,coon rapids,IA,Iowa
35156,cooper,IA,Iowa
35164,wdm,IA,Iowa
35165,melcher dallas,IA,Iowa
35168,dallas center,IA,Iowa
35170,davis city,IA,Iowa
35179,dows,IA,Iowa
35180,earlham,IA,Iowa
35185,ellston,IA,Iowa
35188,exira,IA,Iowa
35190,galt,IA,Iowa
35192,garden grove,IA,Iowa
35204,grimes,IA,Iowa
35206,grinnell,IA,Iowa
35209,guthrie center,IA,Iowa
35215,harvey,IA,Iowa
35219,humeston,IA,Iowa
35221,huxley,IA,Iowa
35228,iowa falls,IA,Iowa
35230,ira,IA,Iowa
35236,kamrar,IA,Iowa
35237,kellerton,IA,Iowa
35239,kelley,IA,Iowa
35240,kellogg,IA,Iowa
35242,killduff,IA,Iowa
35247,lamoni,IA,Iowa
35249,le grand,IA,Iowa
35257,liscomb,IA,Iowa
35258,lorimor,IA,Iowa
35260,lovilia,IA,Iowa
35266,mc callsburg,IA,Iowa
35270,malcom,IA,Iowa
35272,marshalltown,IA,Iowa
35273,martensdale,IA,Iowa
35285,minburn,IA,Iowa
35292,montour,IA,Iowa
35308,new virginia,IA,Iowa
35314,ogden,IA,Iowa
35316,otley,IA,Iowa
35319,panora,IA,Iowa
35321,paton,IA,Iowa
35323,pella,IA,Iowa
35328,pilot mound,IA,Iowa
35333,popejoy,IA,Iowa
35334,prairie city,IA,Iowa
35335,prole,IA,Iowa
35336,radcliffe,IA,Iowa
35337,randall,IA,Iowa
35338,reasnor,IA,Iowa
35344,rippey,IA,Iowa
35345,roland,IA,Iowa
35346,runnells,IA,Iowa
35356,searsboro,IA,Iowa
35357,sheldahl,IA,Iowa
35360,state center,IA,Iowa
35361,story city,IA,Iowa
35367,sully,IA,Iowa
35368,swan,IA,Iowa
35372,tracy,IA,Iowa
35376,van meter,IA,Iowa
35378,waukee,IA,Iowa
35380,west des moines,IA,Iowa
35383,what cheer,IA,Iowa
35386,whitten,IA,Iowa
35389,winterset,IA,Iowa
35390,wiota,IA,Iowa
35396,zearing,IA,Iowa
35397,des moines,IA,Iowa
35410,urbandale,IA,Iowa
35416,clive,IA,Iowa
35424,hp,IA,Iowa
35433,usps bmc,IA,Iowa
35437,mason city,IA,Iowa
35445,belmond,IA,Iowa
35446,britt,IA,Iowa
35450,buffalo center,IA,Iowa
35452,carpenter,IA,Iowa
35454,clear lake,IA,Iowa
35455,corwith,IA,Iowa
35456,coulter,IA,Iowa
35457,crystal lake,IA,Iowa
35458,dougherty,IA,Iowa
35459,fertile,IA,Iowa
35465,goodell,IA,Iowa
35469,hanlontown,IA,Iowa
35470,joice,IA,Iowa
35471,kanawha,IA,Iowa
35473,kensett,IA,Iowa
35475,klemme,IA,Iowa
35476,lake mills,IA,Iowa
35477,lakota,IA,Iowa
35478,latimer,IA,Iowa
35481,little cedar,IA,Iowa
35482,mc intire,IA,Iowa
35484,manly,IA,Iowa
35485,meservey,IA,Iowa
35486,nora springs,IA,Iowa
35489,orchard,IA,Iowa
35496,rake,IA,Iowa
35498,rock falls,IA,Iowa
35503,rowan,IA,Iowa
35504,rudd,IA,Iowa
35505,saint ansgar,IA,Iowa
35508,scarville,IA,Iowa
35511,swaledale,IA,Iowa
35514,titonka,IA,Iowa
35516,toeterville,IA,Iowa
35517,ventura,IA,Iowa
35520,woden,IA,Iowa
35521,fort dodge,IA,Iowa
35528,albert city,IA,Iowa
35529,algona,IA,Iowa
35532,armstrong,IA,Iowa
35534,ayrshire,IA,Iowa
35535,badger,IA,Iowa
35537,barnum,IA,Iowa
35538,bode,IA,Iowa
35540,bradgate,IA,Iowa
35543,callender,IA,Iowa
35548,curlew,IA,Iowa
35549,cylinder,IA,Iowa
35550,dakota city,IA,Iowa
35552,dolliver,IA,Iowa
35553,duncombe,IA,Iowa
35556,eagle grove,IA,Iowa
35557,early,IA,Iowa
35558,emmetsburg,IA,Iowa
35560,farnhamville,IA,Iowa
35566,gilmore city,IA,Iowa
35568,goldfield,IA,Iowa
35569,gowrie,IA,Iowa
35571,harcourt,IA,Iowa
35577,jolley,IA,Iowa
35578,knierim,IA,Iowa
35581,lehigh,IA,Iowa
35583,lone rock,IA,Iowa
35585,lu verne,IA,Iowa
35589,lytton,IA,Iowa
35590,mallard,IA,Iowa
35594,moorland,IA,Iowa
35596,nemaha,IA,Iowa
35598,otho,IA,Iowa
35599,ottosen,IA,Iowa
35601,plover,IA,Iowa
35605,rembrandt,IA,Iowa
35606,renwick,IA,Iowa
35607,ringsted,IA,Iowa
35608,rockwell city,IA,Iowa
35615,rolfe,IA,Iowa
35617,sac city,IA,Iowa
35618,sioux rapids,IA,Iowa
35621,storm lake,IA,Iowa
35628,swea city,IA,Iowa
35629,thor,IA,Iowa
35630,truesdale,IA,Iowa
35631,varina,IA,Iowa
35633,webster city,IA,Iowa
35634,west bend,IA,Iowa
35636,woolstock,IA,Iowa
35637,ackley,IA,Iowa
35643,alta vista,IA,Iowa
35644,aplington,IA,Iowa
35645,aredale,IA,Iowa
35650,beaman,IA,Iowa
35665,colwell,IA,Iowa
35666,conrad,IA,Iowa
35668,dewar,IA,Iowa
35669,dike,IA,Iowa
35671,dunkerton,IA,Iowa
35672,eldora,IA,Iowa
35678,frederika,IA,Iowa
35679,garwin,IA,Iowa
35684,gladbrook,IA,Iowa
35687,grundy center,IA,Iowa
35699,janesville,IA,Iowa
35704,kesley,IA,Iowa
35706,la porte city,IA,Iowa
35709,marble rock,IA,Iowa
35724,oelwein,IA,Iowa
35725,oran,IA,Iowa
35731,readlyn,IA,Iowa
35734,reinbeck,IA,Iowa
35736,shell rock,IA,Iowa
35738,steamboat rock,IA,Iowa
35743,traer,IA,Iowa
35744,tripoli,IA,Iowa
35751,westgate,IA,Iowa
35755,evansdale,IA,Iowa
35762,arispe,IA,Iowa
35767,blockton,IA,Iowa
35779,diagonal,IA,Iowa
35780,fontanelle,IA,Iowa
35782,gravity,IA,Iowa
35790,nodaway,IA,Iowa
35798,shannon city,IA,Iowa
35800,tingley,IA,Iowa
35801,villisca,IA,Iowa
35805,hp-sc/ye,IA,Iowa
35809,alta,IA,Iowa
35813,anthon,IA,Iowa
35814,aurelia,IA,Iowa
35818,brunsville,IA,Iowa
35820,castana,IA,Iowa
35824,cleghorn,IA,Iowa
35825,climbing hill,IA,Iowa
35826,correctionville,IA,Iowa
35830,galva,IA,Iowa
35832,hawarden,IA,Iowa
35835,holstein,IA,Iowa
35836,hornick,IA,Iowa
35837,ireton,IA,Iowa
35840,larrabee,IA,Iowa
35842,le mars,IA,Iowa
35847,marcus,IA,Iowa
35848,maurice,IA,Iowa
35851,moville,IA,Iowa
35852,onawa,IA,Iowa
35856,oto,IA,Iowa
35857,oyens,IA,Iowa
35858,paullina,IA,Iowa
35862,quimby,IA,Iowa
35868,schaller,IA,Iowa
35869,sergeant bluff,IA,Iowa
35872,sloan,IA,Iowa
35875,ute,IA,Iowa
35877,washta,IA,Iowa
35882,sioux city,IA,Iowa
35888,alvord,IA,Iowa
35891,boyden,IA,Iowa
35892,doon,IA,Iowa
35893,george,IA,Iowa
35894,hospers,IA,Iowa
35899,larchwood,IA,Iowa
35903,matlock,IA,Iowa
35904,primghar,IA,Iowa
35906,rock rapids,IA,Iowa
35908,rock valley,IA,Iowa
35913,sioux center,IA,Iowa
35916,arnolds park,IA,Iowa
35917,dickens,IA,Iowa
35918,estherville,IA,Iowa
35920,everly,IA,Iowa
35922,gillett grove,IA,Iowa
35923,graettinger,IA,Iowa
35926,hartley,IA,Iowa
35934,ocheyedan,IA,Iowa
35937,okoboji,IA,Iowa
35938,royal,IA,Iowa
35940,ruthven,IA,Iowa
35942,spirit lake,IA,Iowa
35951,superior,IA,Iowa
35952,terril,IA,Iowa
35962,aspinwall,IA,Iowa
35966,breda,IA,Iowa
35967,charter oak,IA,Iowa
35969,deloit,IA,Iowa
35970,denison,IA,Iowa
35971,glidden,IA,Iowa
35972,halbur,IA,Iowa
35973,ida grove,IA,Iowa
35975,kirkman,IA,Iowa
35977,kiron,IA,Iowa
35983,lidderdale,IA,Iowa
35984,lohrville,IA,Iowa
35988,odebolt,IA,Iowa
35990,ricketts,IA,Iowa
35991,schleswig,IA,Iowa
35994,vail,IA,Iowa
35995,wall lake,IA,Iowa
35996,westside,IA,Iowa
35997,council bluffs,IA,Iowa
36001,carter lake,IA,Iowa
36002,arion,IA,Iowa
36004,blencoe,IA,Iowa
36008,dow city,IA,Iowa
36011,earling,IA,Iowa
36016,griswold,IA,Iowa
36022,honey creek,IA,Iowa
36023,kimballton,IA,Iowa
36025,little sioux,IA,Iowa
36027,mc clelland,IA,Iowa
36035,missouri valley,IA,Iowa
36038,modale,IA,Iowa
36039,mondamin,IA,Iowa
36041,neola,IA,Iowa
36043,pacific junction,IA,Iowa
36046,persia,IA,Iowa
36054,treynor,IA,Iowa
36063,braddyville,IA,Iowa
36064,clarinda,IA,Iowa
36065,coin,IA,Iowa
36066,college springs,IA,Iowa
36069,farragut,IA,Iowa
36071,imogene,IA,Iowa
36073,northboro,IA,Iowa
36074,percival,IA,Iowa
36077,shambaugh,IA,Iowa
36079,tabor,IA,Iowa
36083,dubuque,IA,Iowa
36093,andrew,IA,Iowa
36098,colesburg,IA,Iowa
36104,durango,IA,Iowa
36105,dyersville,IA,Iowa
36111,elkader,IA,Iowa
36116,elkport,IA,Iowa
36119,farley,IA,Iowa
36123,garber,IA,Iowa
36124,garnavillo,IA,Iowa
36127,guttenberg,IA,Iowa
36130,holy cross,IA,Iowa
36131,la motte,IA,Iowa
36132,luxemburg,IA,Iowa
36137,maquoketa,IA,Iowa
36142,miles,IA,Iowa
36145,north buena vista,IA,Iowa
36147,peosta,IA,Iowa
36150,sabula,IA,Iowa
36151,saint donatus,IA,Iowa
36152,saint olaf,IA,Iowa
36154,spragueville,IA,Iowa
36155,springbrook,IA,Iowa
36156,strawberry point,IA,Iowa
36160,zwingle,IA,Iowa
36163,decorah,IA,Iowa
36172,calmar,IA,Iowa
36189,fort atkinson,IA,Iowa
36194,hawkeye,IA,Iowa
36195,highlandville,IA,Iowa
36199,lawler,IA,Iowa
36202,lime springs,IA,Iowa
36205,luana,IA,Iowa
36207,mc gregor,IA,Iowa
36210,monona,IA,Iowa
36214,new albin,IA,Iowa
36216,postville,IA,Iowa
36219,protivin,IA,Iowa
36220,randalia,IA,Iowa
36222,saint lucas,IA,Iowa
36224,spillville,IA,Iowa
36225,wadena,IA,Iowa
36229,waucoma,IA,Iowa
36233,waukon,IA,Iowa
36239,ainsworth,IA,Iowa
36241,alburnett,IA,Iowa
36242,amana,IA,Iowa
36248,anamosa,IA,Iowa
36254,belle plaine,IA,Iowa
36260,center junction,IA,Iowa
36267,clutier,IA,Iowa
36268,coggon,IA,Iowa
36269,prairieburg,IA,Iowa
36270,conroy,IA,Iowa
36271,guernsey,IA,Iowa
36277,ely,IA,Iowa
36283,hills,IA,Iowa
36287,iowa city,IA,Iowa
36288,coralville,IA,Iowa
36293,kalona,IA,Iowa
36297,keota,IA,Iowa
36301,ladora,IA,Iowa
36302,langworthy,IA,Iowa
36305,lost nation,IA,Iowa
36307,lowden,IA,Iowa
36315,martelle,IA,Iowa
36318,middle amana,IA,Iowa
36326,mount auburn,IA,Iowa
36329,north english,IA,Iowa
36334,onslow,IA,Iowa
36338,oxford junction,IA,Iowa
36343,parnell,IA,Iowa
36345,quasqueton,IA,Iowa
36347,robins,IA,Iowa
36349,ryan,IA,Iowa
36351,shellsburg,IA,Iowa
36354,south amana,IA,Iowa
36355,south english,IA,Iowa
36361,swisher,IA,Iowa
36364,tama,IA,Iowa
36369,troy mills,IA,Iowa
36371,van horne,IA,Iowa
36374,vining,IA,Iowa
36376,walford,IA,Iowa
36380,watkins,IA,Iowa
36382,wellman,IA,Iowa
36394,cedar rapids,IA,Iowa
36402,ottumwa,IA,Iowa
36410,agency,IA,Iowa
36411,albia,IA,Iowa
36421,blakesburg,IA,Iowa
36429,cantril,IA,Iowa
36438,douds,IA,Iowa
36440,drakesville,IA,Iowa
36442,eldon,IA,Iowa
36443,exline,IA,Iowa
36452,floris,IA,Iowa
36455,hedrick,IA,Iowa
36457,keosauqua,IA,Iowa
36459,libertyville,IA,Iowa
36473,ollie,IA,Iowa
36474,oskaloosa,IA,Iowa
36479,packwood,IA,Iowa
36482,plano,IA,Iowa
36483,promise city,IA,Iowa
36492,sigourney,IA,Iowa
36494,udell,IA,Iowa
36503,bonaparte,IA,Iowa
36509,donnellson,IA,Iowa
36514,fort madison,IA,Iowa
36518,keokuk,IA,Iowa
36522,lockridge,IA,Iowa
36524,mediapolis,IA,Iowa
36532,morning sun,IA,Iowa
36542,olds,IA,Iowa
36543,pilot grove,IA,Iowa
36545,sperry,IA,Iowa
36548,swedesburg,IA,Iowa
36549,wapello,IA,Iowa
36561,wever,IA,Iowa
36565,atalissa,IA,Iowa
36567,bettendorf,IA,Iowa
36573,calamus,IA,Iowa
36574,camanche,IA,Iowa
36586,columbus city,IA,Iowa
36587,columbus junction,IA,Iowa
36594,de witt,IA,Iowa
36598,donahue,IA,Iowa
36603,goose lake,IA,Iowa
36605,grand mound,IA,Iowa
36607,le claire,IA,Iowa
36609,letts,IA,Iowa
36611,lone tree,IA,Iowa
36613,long grove,IA,Iowa
36617,mc causland,IA,Iowa
36620,muscatine,IA,Iowa
36627,teeds grove,IA,Iowa
36633,walcott,IA,Iowa
36636,welton,IA,Iowa
36644,adell,WI,Wisconsin
36646,ashippun,WI,Wisconsin
36647,belgium,WI,Wisconsin
36653,campbellsport,WI,Wisconsin
36655,cedarburg,WI,Wisconsin
36657,chilton,WI,Wisconsin
36659,clyman,WI,Wisconsin
36660,colgate,WI,Wisconsin
36661,delafield,WI,Wisconsin
36663,elkhart lake,WI,Wisconsin
36668,glenbeulah,WI,Wisconsin
36675,horicon,WI,Wisconsin
36676,hubertus,WI,Wisconsin
36677,hustisford,WI,Wisconsin
36678,iron ridge,WI,Wisconsin
36679,ixonia,WI,Wisconsin
36681,johnson creek,WI,Wisconsin
36682,juneau,WI,Wisconsin
36683,kewaskum,WI,Wisconsin
36684,kiel,WI,Wisconsin
36685,kohler,WI,Wisconsin
36686,lannon,WI,Wisconsin
36688,lomira,WI,Wisconsin
36692,menomonee falls,WI,Wisconsin
36694,merton,WI,Wisconsin
36695,mount calvary,WI,Wisconsin
36696,nashotah,WI,Wisconsin
36698,neosho,WI,Wisconsin
36700,new holstein,WI,Wisconsin
36705,north lake,WI,Wisconsin
36707,oconomowoc,WI,Wisconsin
36709,okauchee,WI,Wisconsin
36710,oostburg,WI,Wisconsin
36711,pewaukee,WI,Wisconsin
36717,random lake,WI,Wisconsin
36719,rubicon,WI,Wisconsin
36721,saukville,WI,Wisconsin
36722,sheboygan,WI,Wisconsin
36726,sheboygan falls,WI,Wisconsin
36728,slinger,WI,Wisconsin
36736,mequon,WI,Wisconsin
36744,benet lake,WI,Wisconsin
36750,camp lake,WI,Wisconsin
36751,cudahy,WI,Wisconsin
36753,delavan,WI,Wisconsin
36754,dousman,WI,Wisconsin
36756,east troy,WI,Wisconsin
36758,elm grove,WI,Wisconsin
36759,fontana,WI,Wisconsin
36760,franksville,WI,Wisconsin
36762,genesee depot,WI,Wisconsin
36763,genoa city,WI,Wisconsin
36764,greendale,WI,Wisconsin
36765,hales corners,WI,Wisconsin
36767,helenville,WI,Wisconsin
36769,kansasville,WI,Wisconsin
36770,kenosha,WI,Wisconsin
36774,mukwonago,WI,Wisconsin
36775,muskego,WI,Wisconsin
36776,new munster,WI,Wisconsin
36777,north prairie,WI,Wisconsin
36778,oak creek,WI,Wisconsin
36780,pell lake,WI,Wisconsin
36781,pleasant prairie,WI,Wisconsin
36784,powers lake,WI,Wisconsin
36790,south milwaukee,WI,Wisconsin
36793,sturtevant,WI,Wisconsin
36797,trevor,WI,Wisconsin
36798,twin lakes,WI,Wisconsin
36804,waukesha,WI,Wisconsin
36806,whitewater,WI,Wisconsin
36807,williams bay,WI,Wisconsin
36809,woodworth,WI,Wisconsin
36810,zenda,WI,Wisconsin
36811,milwaukee,WI,Wisconsin
36851,arena,WI,Wisconsin
36859,black earth,WI,Wisconsin
36860,blanchardville,WI,Wisconsin
36862,blue mounds,WI,Wisconsin
36866,browntown,WI,Wisconsin
36872,dane,WI,Wisconsin
36875,de forest,WI,Wisconsin
36878,edmund,WI,Wisconsin
36880,footville,WI,Wisconsin
36882,gotham,WI,Wisconsin
36889,juda,WI,Wisconsin
36896,mc farland,WI,Wisconsin
36898,mazomanie,WI,Wisconsin
36904,montfort,WI,Wisconsin
36907,mount horeb,WI,Wisconsin
36908,muscoda,WI,Wisconsin
36909,new glarus,WI,Wisconsin
36912,orfordville,WI,Wisconsin
36913,plain,WI,Wisconsin
36914,prairie du sac,WI,Wisconsin
36916,reeseville,WI,Wisconsin
36917,rewey,WI,Wisconsin
36918,richland center,WI,Wisconsin
36922,sauk city,WI,Wisconsin
36923,sextonville,WI,Wisconsin
36925,shullsburg,WI,Wisconsin
36927,south wayne,WI,Wisconsin
36928,spring green,WI,Wisconsin
36930,sun prairie,WI,Wisconsin
36936,waunakee,WI,Wisconsin
36963,beetown,WI,Wisconsin
36966,boscobel,WI,Wisconsin
36968,cuba city,WI,Wisconsin
36969,dickeyville,WI,Wisconsin
36970,fennimore,WI,Wisconsin
36971,glen haven,WI,Wisconsin
36973,kieler,WI,Wisconsin
36976,patch grove,WI,Wisconsin
36977,platteville,WI,Wisconsin
36978,potosi,WI,Wisconsin
36979,prairie du chien,WI,Wisconsin
36981,sinsinawa,WI,Wisconsin
36982,stitzer,WI,Wisconsin
36983,wauzeka,WI,Wisconsin
36984,woodman,WI,Wisconsin
36988,baraboo,WI,Wisconsin
36993,briggsville,WI,Wisconsin
36994,burnett,WI,Wisconsin
36995,cambria,WI,Wisconsin
37000,dellwood,WI,Wisconsin
37002,elroy,WI,Wisconsin
37004,fairwater,WI,Wisconsin
37006,fox lake,WI,Wisconsin
37008,friesland,WI,Wisconsin
37009,grand marsh,WI,Wisconsin
37010,hillpoint,WI,Wisconsin
37012,lake delton,WI,Wisconsin
37013,la valle,WI,Wisconsin
37014,lime ridge,WI,Wisconsin
37016,lyndon station,WI,Wisconsin
37018,markesan,WI,Wisconsin
37021,mauston,WI,Wisconsin
37022,montello,WI,Wisconsin
